SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2025/2026,0-17 yrs,Central California,11/01/2025,44,2025,27,2418,1.1166253101736971,Very Low,32,2406,1.330000,Very Low,13,1876,0.693000,Very Low,10,0,,,,1200683.000000,0,2,0,0,0.16657185951662512,0,Very Low,Very Low,Very Low,8,0,0,0,0.000000,0.000000,0.000000,,,
2025/2026,18-64 yrs,Central California,11/01/2025,44,2025,82,3538,2.317693612210288,Very Low,28,2856,0.980400,Very Low,1,1835,0.054500,Very Low,12,2,,,,2656528.000000,15,4,0,0.56464678708449523,0.15057247655586539,0,Very Low,Very Low,Very Low,122,1,0,0,0.819672,0.000000,0.000000,,,
2023/2024,18-64 yrs,California,07/08/2023,27,2023,3401,71441,4.7606000000000002,Low,160,5989,2.671600,Low,2,4663,0.042900,Very Low,,,,,,,,,,,,,,,,1333,7,0,1,0.525100,0.000000,0.075000,,,
2023/2024,0-17 yrs,California,08/19/2023,33,2023,2605,21364,12.1934,Moderate,154,5783,2.663000,Low,49,3888,1.260300,Low,,,,,,,,,,,,,,,,57,0,0,0,0.000000,0.000000,0.000000,11,19,7
2023/2024,>64 yrs,California,01/13/2024,2,2024,5878,49187,11.9503,Moderate,2363,29381,8.042600,Low,1188,19436,6.112400,Moderate,,,,,,6221657.000000,2323,,,37.337320266932103,,,Very High,,,4889,163,46,22,3.334000,0.940900,0.450000,,,
2023/2024,>64 yrs,California,02/24/2024,8,2024,2354,37106,6.3440000000000003,Low,581,24070,2.413800,Low,437,17093,2.556600,Low,,,,,,6221657.000000,1172,,,18.837425463988129,,,Moderate,,,4354,91,4,9,2.090000,0.091900,0.206700,,,
2023/2024,18-64 yrs,California,11/04/2023,44,2023,4286,72452,5.9156000000000004,Low,1804,25447,7.089200,Low,534,15643,3.413700,Low,,,,,,,,,,,,,,,,1372,7,2,0,0.510200,0.145800,0.000000,,,
2023/2024,18-64 yrs,California,04/20/2024,16,2024,1265,69377,1.8233999999999999,Very Low,1387,29937,4.633100,Low,62,20900,0.296700,Very Low,,,,,,24193302.000000,221,,,0.91347596950594012,,,Very Low,,,1189,1,1,0,0.084100,0.084100,0.000000,,,
2023/2024,0-17 yrs,California,12/09/2023,49,2023,1979,40099,4.9352999999999998,Low,6313,24990,25.262100,Very High,3772,17589,21.445200,Very High,,,,,,,,,,,,,,,,61,0,2,1,0.000000,3.278700,1.639300,11,19,7
2023/2024,0-17 yrs,California,02/24/2024,8,2024,837,31214,2.6815000000000002,Very Low,1849,18642,9.918500,Moderate,872,14322,6.088500,Moderate,,,,,,8694111.000000,66,,,0.75913454521112045,,,Very Low,,,66,2,1,0,3.030300,1.515200,0.000000,11,19,7
2023/2024,18-64 yrs,California,05/11/2024,19,2024,1497,64449,2.3228,Very Low,786,23994,3.275800,Low,26,15694,0.165700,Very Low,,,,,,24193302.000000,185,,,0.7646744541113073,,,Very Low,,,1227,8,1,0,0.652000,0.081500,0.000000,,,
2023/2024,18-64 yrs,California,06/08/2024,23,2024,2989,66839,4.4718999999999998,Low,977,23641,4.132700,Low,32,15230,0.210100,Very Low,,,,,,24193302.000000,205,,,0.84734196266388107,,,Very Low,,,1271,6,4,0,0.472100,0.314700,0.000000,,,
2024/2025,>64 yrs,California,10/05/2024,40,2024,1844,27885,6.6128999999999998,Low,152,15709,0.967600,Very Low,13,10192,0.127600,Very Low,,,,,,6421418.000000,1034,,,16.102362437704571,,,Moderate,,,3979,75,2,0,1.884900,0.050300,0.000000,,,
2023/2024,18-64 yrs,California,10/14/2023,41,2023,4883,77435,6.3059000000000003,Low,339,19489,1.739400,Very Low,88,9959,0.883600,Very Low,,,,,,,,,,,,,,,,1311,15,1,0,1.144200,0.076300,0.000000,,,
2023/2024,0-17 yrs,California,01/20/2024,3,2024,2059,30666,6.7142999999999997,Low,3907,18504,21.114400,Very High,1786,13791,12.950500,Very High,,,,,,8694111.000000,90,,,1.035183470742437,,,Very Low,,,46,0,2,1,0.000000,4.347800,2.173900,11,19,7
2023/2024,0-17 yrs,California,06/22/2024,25,2024,1009,20115,5.0162000000000004,Low,342,8942,3.824600,Low,31,6606,0.469300,Very Low,,,,,,8694111.000000,25,,,0.28755096409512138,,,Very Low,,,57,0,0,0,0.000000,0.000000,0.000000,11,19,7
2024/2025,>64 yrs,California,11/23/2024,47,2024,942,26603,3.5409999999999999,Low,653,20217,3.230000,Low,122,13903,0.877500,Very Low,,,,,,6421418.000000,481,242,59,7.4905573815627635,3.7686380173351117,0.91880017778004797,Low,Low,Low,4477,46,10,2,1.027500,0.223400,0.044700,,,
2024/2025,>64 yrs,California,12/21/2024,51,2024,1304,32797,3.976,Low,3631,28041,12.948900,Moderate,562,19023,2.954300,Low,,,,,,6421418.000000,580,1146,170,9.0322729341089456,17.846525487049746,2.6473903427560703,Low,Very High,High,4533,26,38,5,0.573600,0.838300,0.110300,,,
2025/2026,>64 yrs,California,07/26/2025,30,2025,1458,23087,6.3151999999999999,Low,98,12995,0.754100,Very Low,7,9104,0.076900,Very Low,49,7,,,,6632226.000000,517,37,11,7.7952711502895111,0.5578820745855162,0.16585683298488321,Low,Very Low,Very Low,3694,26,0,0,0.703800,0.000000,0.000000,,,
2023/2024,18-64 yrs,California,06/22/2024,25,2024,4686,73405,6.3837999999999999,Low,768,24082,3.189100,Low,21,15685,0.133900,Very Low,,,,,,24193302.000000,331,,,1.3681472665450958,,,Very Low,,,1219,10,3,0,0.820300,0.246100,0.000000,,,
2024/2025,18-64 yrs,California,11/30/2024,48,2024,989,56108,1.7626999999999999,Very Low,3687,32118,11.479500,Moderate,282,18890,1.492900,Low,,,,,,24153482.000000,185,280,46,0.76593511444850881,1.1592531461923379,0.19044873116016978,Very Low,Low,Very Low,1217,4,7,0,0.328700,0.575200,0.000000,,,
2024/2025,>64 yrs,California,02/01/2025,5,2025,1471,40193,3.6598000000000002,Low,7519,37203,20.210700,High,857,25161,3.406100,Low,,,,,,6421418.000000,664,2573,295,10.340395221117827,40.06903148183158,4.5940008889002399,Low,Very High,Very High,5085,56,133,12,1.101300,2.615500,0.236000,,,
2023/2024,>64 yrs,California,05/04/2024,18,2024,914,28458,3.2118000000000002,Low,215,16220,1.325500,Very Low,30,11917,0.251700,Very Low,,,,,,6221657.000000,492,,,7.9078612016059386,,,Low,,,4051,36,4,1,0.888700,0.098700,0.024700,,,
2024/2025,18-64 yrs,California,04/05/2025,14,2025,1112,63868,1.7411000000000001,Very Low,2604,38365,6.787400,Low,266,24583,1.082000,Low,,,,,,24153482.000000,148,182,48,0.61274809155880705,0.75351454502501958,0.19872911077582936,Very Low,Very Low,Very Low,1198,5,5,1,0.417400,0.417400,0.083500,,,
2025/2026,>64 yrs,California,09/27/2025,39,2025,1811,25217,7.1817000000000002,Low,113,17341,0.651600,Very Low,16,11477,0.139400,Very Low,83,3,,,,6632226.000000,769,59,4,11.594900415034108,0.88959574055528257,0.060311575630866622,Low,Very Low,Very Low,3942,53,0,0,1.344500,0.000000,0.000000,,,
2023/2024,18-64 yrs,California,08/19/2023,33,2023,10368,83570,12.4064,Moderate,193,12865,1.500200,Very Low,7,4999,0.140000,Very Low,,,,,,,,,,,,,,,,1324,18,1,0,1.359500,0.075500,0.000000,,,
2023/2024,>64 yrs,California,09/30/2023,39,2023,3791,43145,8.7866,Moderate,90,11542,0.779800,Very Low,29,5387,0.538300,Very Low,,,,,,,,,,,,,,,,3900,120,4,1,3.076900,0.102600,0.025600,,,
2023/2024,>64 yrs,California,02/17/2024,7,2024,2629,38027,6.9135,Low,593,23410,2.533100,Low,479,16307,2.937400,Low,,,,,,6221657.000000,1287,,,20.685807655420415,,,Moderate,,,4387,90,15,12,2.051500,0.341900,0.273500,,,
2023/2024,18-64 yrs,California,01/27/2024,4,2024,6579,87228,7.5423,Low,3933,38010,10.347300,Moderate,960,24762,3.876900,Low,,,,,,24193302.000000,873,,,3.608436748319845,,,Low,,,1286,13,13,4,1.010900,1.010900,0.311000,,,
2023/2024,18-64 yrs,California,05/18/2024,20,2024,1782,61339,2.9051999999999998,Very Low,812,23661,3.431800,Low,29,15532,0.186700,Very Low,,,,,,24193302.000000,163,,,0.67374019470347624,,,Very Low,,,1187,9,2,0,0.758200,0.168500,0.000000,,,
2023/2024,>64 yrs,California,09/16/2023,37,2023,5218,44008,11.8569,Moderate,126,10619,1.186600,Very Low,23,5025,0.457700,Very Low,,,,,,,,,,,,,,,,3948,123,1,0,3.115500,0.025300,0.000000,,,
2023/2024,0-17 yrs,California,02/10/2024,6,2024,1302,33297,3.9102999999999999,Low,2180,19309,11.290100,Moderate,1398,15022,9.306400,High,,,,,,8694111.000000,79,,,0.90866104654058366,,,Very Low,,,66,0,1,0,0.000000,1.515200,0.000000,11,19,7
2024/2025,18-64 yrs,California,07/20/2024,29,2024,7847,73766,10.637700000000001,Moderate,398,24878,1.599800,Very Low,7,15494,0.045200,Very Low,,,,,,24153482.000000,526,,,2.1777398389184635,,,Very Low,,,1248,15,1,0,1.201900,0.080100,0.000000,,,
2024/2025,0-17 yrs,California,03/15/2025,11,2025,300,27023,1.1102000000000001,Very Low,5155,25798,19.982200,High,1551,18266,8.491200,High,,,,,,8544834.000000,27,118,142,0.31598039236338588,1.3809513444029455,1.6618228042815109,Very Low,Low,Moderate,59,1,1,0,1.694900,1.694900,0.000000,9,44,8
2024/2025,>64 yrs,California,11/02/2024,44,2024,930,26669,3.4872000000000001,Low,176,16823,1.046200,Very Low,45,12081,0.372500,Very Low,,,,,,6421418.000000,369,38,12,5.7463943322175881,0.59176960602782747,0.18687461242984024,Low,Very Low,Very Low,3950,31,1,2,0.784800,0.025300,0.050600,,,
2024/2025,18-64 yrs,California,03/29/2025,13,2025,1226,69844,1.7553000000000001,Very Low,3575,43935,8.137000,Low,363,29945,1.212200,Low,,,,,,24153482.000000,187,230,68,0.77421549406416845,0.95224365580084891,0.28153290693242489,Very Low,Very Low,Very Low,1147,3,9,1,0.261600,0.784700,0.087200,,,
2024/2025,18-64 yrs,California,05/31/2025,22,2025,1254,48315,2.5954999999999999,Very Low,683,24769,2.757500,Low,24,16801,0.142800,Very Low,,,,,,24153482.000000,176,64,7,0.72867340617804099,0.26497214770110578,0.028981328654808444,Very Low,Very Low,Very Low,1163,3,1,0,0.258000,0.086000,0.000000,,,
2025/2026,0-17 yrs,California,10/04/2025,40,2025,564,15999,3.5251999999999999,Low,221,13359,1.654300,Very Low,100,9211,1.085700,Low,76,32,,,,8386716.000000,50,25,7,0.5961809127672858,0.2980904563836429,0.08346532778742001,Very Low,Very Low,Very Low,59,0,0,0,0.000000,0.000000,0.000000,2,0,0
2023/2024,18-64 yrs,California,09/02/2023,35,2023,12200,91224,13.373699999999999,High,192,16278,1.179500,Very Low,27,6860,0.393600,Very Low,,,,,,,,,,,,,,,,1240,12,1,0,0.967700,0.080600,0.000000,,,
2023/2024,>64 yrs,California,06/01/2024,22,2024,1711,27875,6.1380999999999997,Low,241,14751,1.633800,Very Low,23,10068,0.228400,Very Low,,,,,,6221657.000000,604,,,9.7080247271747702,,,Low,,,4021,35,2,2,0.870400,0.049700,0.049700,,,
2024/2025,0-17 yrs,California,03/01/2025,9,2025,364,31064,1.1718,Very Low,7226,29550,24.453500,Very High,2531,20905,12.107200,Very High,,,,,,8544834.000000,32,151,264,0.374495279838087,1.7671496017359727,3.0895860586642172,Very Low,Low,Very High,51,0,0,0,0.000000,0.000000,0.000000,9,44,8
2024/2025,18-64 yrs,California,03/22/2025,12,2025,1242,70489,1.762,Very Low,3974,48399,8.210900,Low,453,33071,1.369800,Low,,,,,,24153482.000000,191,251,76,0.79077625329548751,1.0391876417652743,0.31465442539506311,Very Low,Low,Very Low,1215,2,9,1,0.164600,0.740700,0.082300,,,
2025/2026,>64 yrs,California,10/04/2025,40,2025,1335,22819,5.8503999999999996,Low,119,18370,0.647800,Very Low,21,13055,0.160900,Very Low,67,1,,,,6632226.000000,634,37,8,9.5593847374923602,0.5578820745855162,0.12062315126173324,Low,Very Low,Very Low,3710,39,3,0,1.051200,0.080900,0.000000,,,
2023/2024,All Ages,Bay Area,10/21/2023,42,2023,2492,43528,5.7251000000000003,Low,1320,11571,11.407800,Moderate,1104,10024,11.013600,Very High,,,,,,,,,,,,,,,,1022,21,1,0,2.054800,0.097800,0.000000,,,
2023/2024,All Ages,Southern California,01/06/2024,1,2024,4809,39051,12.3147,Moderate,3844,25007,15.371700,High,1335,13150,10.152100,Very High,,,,,,,,,,,,,,,,2059,81,34,10,3.933900,1.651300,0.485700,,,
2023/2024,All Ages,Bay Area,06/08/2024,23,2024,2176,44151,4.9284999999999997,Low,568,16106,3.526600,Low,39,13601,0.286700,Very Low,,,,,,8391874.000000,373,,,4.4447759820988733,,,Low,,,1085,15,5,0,1.382500,0.460800,0.000000,,,
2023/2024,All Ages,Rural North,06/08/2024,23,2024,76,923,8.234,Moderate,13,758,1.715000,Very Low,0,454,0.000000,Very Low,,,,,,683715.000000,3,,,0.43877931594304648,,,Very Low,,,148,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,All Ages,Rural North,01/25/2025,4,2025,35,1347,2.5983999999999998,Very Low,566,2284,24.781100,Very High,125,1098,11.384300,Very High,,,,,,680190.000000,9,53,8,1.3231597053764388,7.7919404872168068,1.1761419603346124,Very Low,High,Low,173,0,2,1,0.000000,1.156100,0.578000,,,
2024/2025,All Ages,Rural North,02/15/2025,7,2025,37,1868,1.9806999999999999,Very Low,848,3051,27.794200,Very High,154,1526,10.091700,Very High,,,,,,680190.000000,22,93,16,3.2343903909201841,13.672650288889869,2.3522839206692248,Low,Very High,High,207,1,5,0,0.483100,2.415500,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,02/22/2025,8,2025,184,11189,1.6445000000000001,Very Low,3324,12394,26.819400,Very High,624,8514,7.329100,High,,,,,,2981445.000000,41,296,73,1.3751721061431621,9.9280717906920977,2.4484771645963619,Very Low,Very High,High,74,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,All Ages,Los Angeles,05/03/2025,18,2025,535,34005,1.5732999999999999,Very Low,518,17505,2.959200,Low,66,11355,0.581200,Very Low,,,,,,9784023.000000,191,41,15,1.9521622138459813,0.41905052757950384,0.15331116862664773,Very Low,Very Low,Very Low,1213,3,2,0,0.247300,0.164900,0.000000,,,
2025/2026,All Ages,Los Angeles,08/23/2025,34,2025,2226,26905,8.2736000000000001,Moderate,157,12611,1.244900,Very Low,19,7375,0.257600,Very Low,51,19,,,,9748926.000000,417,19,4,4.2773942483510492,0.19489326311431637,0.041030160655645555,Low,Very Low,Very Low,1220,10,2,0,0.819700,0.163900,0.000000,,,
2025/2026,All Ages,Central California,11/08/2025,45,2025,143,7567,1.8897999999999999,Very Low,84,7236,1.160900,Very Low,9,5048,0.178300,Very Low,34,5,,,,4454294.000000,29,16,0,0.65105715967558497,0.35920395016583995,0,Very Low,Very Low,Very Low,380,3,0,0,0.789500,0.000000,0.000000,,,
2023/2024,All Ages,Bay Area,12/16/2023,50,2023,4072,55333,7.3590999999999998,Low,4676,27006,17.314700,High,2064,22120,9.330900,High,,,,,,,,,,,,,,,,1160,29,4,4,2.500000,0.344800,0.344800,,,
2023/2024,All Ages,Central California,12/23/2023,51,2023,1779,25008,7.1136999999999997,Low,3825,14379,26.601300,Very High,1265,10686,11.837900,Very High,,,,,,,,,,,,,,,,753,15,12,5,1.992000,1.593600,0.664000,,,
2023/2024,All Ages,Bay Area,01/06/2024,1,2024,5251,50724,10.3521,Moderate,4066,27081,15.014200,High,1723,23095,7.460500,High,,,,,,,,,,,,,,,,1180,40,11,4,3.389800,0.932200,0.339000,,,
2024/2025,All Ages,Central California,10/26/2024,43,2024,271,11626,2.331,Very Low,94,6424,1.463300,Very Low,34,4670,0.728100,Very Low,,,,,,4441622.000000,78,,,1.7561152209710778,,,Very Low,,,587,6,0,0,1.022100,0.000000,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,10/26/2024,43,2024,294,7137,4.1193999999999997,Low,90,5618,1.602000,Very Low,31,3958,0.783200,Very Low,,,,,,2981445.000000,52,,,1.7441207199864495,,,Very Low,,,60,0,0,0,0.000000,0.000000,0.000000,,,
2025/2026,All Ages,Central California,08/09/2025,32,2025,944,6661,14.172000000000001,High,46,3297,1.395200,Very Low,1,1923,0.052000,Very Low,23,3,,,,4454294.000000,109,11,0,2.4470769105047849,0.24695271573901498,0,Very Low,Very Low,Very Low,607,4,0,0,0.659000,0.000000,0.000000,,,
2025/2026,All Ages,Central California,08/23/2025,34,2025,1454,8215,17.699300000000001,Very High,40,4530,0.883000,Very Low,3,2904,0.103300,Very Low,12,1,,,,4454294.000000,120,6,1,2.6940296262437999,0.13470148131218998,0.022450246885364997,Very Low,Very Low,Very Low,645,11,2,0,1.705400,0.310100,0.000000,,,
2025/2026,All Ages,Central California,09/20/2025,38,2025,693,7521,9.2141999999999999,Moderate,46,4375,1.051400,Very Low,3,2878,0.104200,Very Low,24,0,,,,4454294.000000,107,9,0,2.4021764167340551,0.20205222196828498,0,Very Low,Very Low,Very Low,598,4,0,0,0.668900,0.000000,0.000000,,,
2023/2024,All Ages,Bay Area,08/19/2023,33,2023,4134,45993,8.9883000000000006,Moderate,144,5241,2.747600,Low,40,2528,1.582300,Low,,,,,,,,,,,,,,,,1084,30,0,0,2.767500,0.000000,0.000000,,,
2023/2024,All Ages,Bay Area,10/14/2023,41,2023,2354,45021,5.2286999999999999,Low,155,10090,1.536200,Very Low,365,6052,6.031100,Moderate,,,,,,,,,,,,,,,,1073,21,0,1,1.957100,0.000000,0.093200,,,
2023/2024,All Ages,Los Angeles,11/11/2023,45,2023,2430,36305,6.6932999999999998,Low,835,14013,5.958800,Low,455,7381,6.164500,Moderate,,,,,,,,,,,,,,,,1311,12,3,0,0.915300,0.228800,0.000000,,,
2023/2024,All Ages,Los Angeles,12/02/2023,48,2023,3320,41460,8.0076999999999998,Moderate,2537,18077,14.034400,Moderate,806,8541,9.436800,High,,,,,,,,,,,,,,,,1413,41,2,1,2.901600,0.141500,0.070800,,,
2023/2024,All Ages,Rural North,04/20/2024,16,2024,35,1287,2.7195,Very Low,50,1130,4.424800,Low,8,820,0.975600,Very Low,,,,,,683715.000000,20,,,2.9251954396203099,,,Very Low,,,160,1,1,0,0.625000,0.625000,0.000000,,,
2023/2024,All Ages,Southern California,05/18/2024,20,2024,733,23864,3.0716000000000001,Low,401,12968,3.092200,Low,33,7465,0.442100,Very Low,,,,,,12802429.000000,117,,,0.91388907526845098,,,Very Low,,,1707,6,4,0,0.351500,0.234300,0.000000,,,
2023/2024,All Ages,Los Angeles,06/22/2024,25,2024,1522,32960,4.6177000000000001,Low,329,11350,2.898700,Low,22,7125,0.308800,Very Low,,,,,,9825708.000000,246,,,2.503636379180004,,,Very Low,,,1220,10,0,0,0.819700,0.000000,0.000000,,,
2024/2025,All Ages,Rural North,08/31/2024,35,2024,269,1353,19.881699999999999,Very High,4,802,0.498800,Very Low,0,487,0.000000,Very Low,,,,,,680190.000000,11,,,1.617195195460092,,,Very Low,,,128,2,0,0,1.562500,0.000000,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,10/05/2024,40,2024,519,6673,7.7775999999999996,Low,61,4468,1.365300,Very Low,8,2932,0.272900,Very Low,,,,,,2981445.000000,191,,,6.4062895676425358,,,Low,,,48,0,0,0,0.000000,0.000000,0.000000,,,
2024/2025,All Ages,Bay Area,03/22/2025,12,2025,609,30571,1.9921,Very Low,3409,23772,14.340400,Moderate,460,19411,2.369800,Low,,,,,,8391953.000000,97,160,72,1.155869199934747,1.9065883710263869,0.85796476696187407,Very Low,Low,Low,1139,14,8,3,1.229100,0.702400,0.263400,,,
2024/2025,All Ages,Los Angeles,04/05/2025,14,2025,587,41650,1.4094,Very Low,1171,22805,5.134800,Low,207,14463,1.431200,Low,,,,,,9784023.000000,221,110,36,2.2587845510992768,1.1242819032620834,0.36794680470395463,Very Low,Low,Very Low,1336,13,4,1,0.973100,0.299400,0.074900,,,
2024/2025,All Ages,Rural North,06/21/2025,25,2025,26,538,4.8327,Low,14,597,2.345100,Low,0,403,0.000000,Very Low,,,,,,680190.000000,3,1,1,0.44105323512547967,0.14701774504182655,0.14701774504182655,Very Low,Very Low,Very Low,152,0,0,0,0.000000,0.000000,0.000000,,,
2025/2026,All Ages,Greater Sierra-Sacramento,10/04/2025,40,2025,313,4473,6.9974999999999996,Low,54,3953,1.366100,Very Low,11,2350,0.468100,Very Low,32,2,,,,2992125.000000,80,8,0,2.6736850900279903,0.26736850900279902,0,Very Low,Very Low,Very Low,53,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,All Ages,Central California,08/26/2023,34,2023,2372,17659,13.4322,High,25,2804,0.891600,Very Low,4,2243,0.178300,Very Low,,,,,,,,,,,,,,,,603,17,0,0,2.819200,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,10/14/2023,41,2023,2602,32425,8.0246999999999993,Moderate,208,12610,1.649500,Very Low,152,7046,2.157300,Low,,,,,,,,,,,,,,,,1774,24,1,0,1.352900,0.056400,0.000000,,,
2023/2024,All Ages,Rural North,01/13/2024,2,2024,183,1666,10.984400000000001,Moderate,172,1348,12.759600,Moderate,93,863,10.776400,Very High,,,,,,683715.000000,41,,,5.9966506512216347,,,Low,,,161,3,3,1,1.863400,1.863400,0.621100,,,
2023/2024,All Ages,Central California,02/24/2024,8,2024,950,19030,4.9920999999999998,Low,626,10022,6.246300,Low,407,8081,5.036500,Moderate,,,,,,4432134.000000,186,,,4.1966240190391355,,,Low,,,674,8,1,2,1.186900,0.148400,0.296700,,,
2023/2024,All Ages,Southern California,04/13/2024,15,2024,531,27734,1.9146000000000001,Very Low,641,14700,4.360500,Low,74,8498,0.870800,Very Low,,,,,,12802429.000000,150,,,1.1716526606005782,,,Very Low,,,1780,16,1,0,0.898900,0.056200,0.000000,,,
2023/2024,All Ages,Southern California,04/27/2024,17,2024,461,25334,1.8197000000000001,Very Low,483,12946,3.730900,Low,39,7584,0.514200,Very Low,,,,,,12802429.000000,135,,,1.0544873945405204,,,Very Low,,,1660,8,2,0,0.481900,0.120500,0.000000,,,
2023/2024,All Ages,Southern California,05/11/2024,19,2024,516,24809,2.0798999999999999,Very Low,424,13161,3.221600,Low,31,7558,0.410200,Very Low,,,,,,12802429.000000,96,,,0.74985770278437014,,,Very Low,,,1698,9,0,0,0.530000,0.000000,0.000000,,,
2023/2024,All Ages,Rural North,06/15/2024,24,2024,87,914,9.5185999999999993,Moderate,9,703,1.280200,Very Low,1,430,0.232600,Very Low,,,,,,683715.000000,7,,,1.0238184038671083,,,Very Low,,,124,1,0,0,0.806500,0.000000,0.000000,,,
2024/2025,All Ages,Central California,07/20/2024,29,2024,1685,13296,12.673,Moderate,65,4566,1.423600,Very Low,2,3171,0.063100,Very Low,,,,,,4441622.000000,216,,,4.8630883042275999,,,Low,,,667,11,1,0,1.649200,0.149900,0.000000,,,
2024/2025,All Ages,Rural North,08/10/2024,32,2024,238,1284,18.535799999999998,Very High,3,741,0.404900,Very Low,0,458,0.000000,Very Low,,,,,,680190.000000,16,,,2.3522839206692248,,,Very Low,,,128,3,0,0,2.343800,0.000000,0.000000,,,
2024/2025,All Ages,Rural North,09/07/2024,36,2024,241,1269,18.991299999999999,Very High,7,878,0.797300,Very Low,0,546,0.000000,Very Low,,,,,,680190.000000,13,,,1.9112306855437451,,,Very Low,,,141,6,0,0,4.255300,0.000000,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,03/29/2025,13,2025,151,7418,2.0356000000000001,Very Low,795,7874,10.096500,Moderate,173,5212,3.319300,Low,,,,,,2981445.000000,46,71,33,1.5428760215264745,2.3813955984430368,1.1068458415298621,Very Low,Low,Low,61,0,1,0,0.000000,1.639300,0.000000,,,
2024/2025,All Ages,Los Angeles,04/26/2025,17,2025,565,35185,1.6057999999999999,Very Low,608,19763,3.076500,Low,88,12603,0.698200,Very Low,,,,,,9784023.000000,222,49,23,2.2690052956743867,0.5008164841803826,0.23507712522752658,Very Low,Very Low,Very Low,1227,9,0,0,0.733500,0.000000,0.000000,,,
2024/2025,All Ages,Greater Sierra-Sacramento,06/14/2025,24,2025,195,3862,5.0491999999999999,Low,105,2217,4.736100,Low,13,1302,0.998500,Very Low,,,,,,2981445.000000,40,8,1,1.3416313230664996,0.26832626461329995,0.033540783076662493,Very Low,Very Low,Very Low,48,0,0,0,0.000000,0.000000,0.000000,,,
2025/2026,All Ages,Southern California,09/13/2025,37,2025,2306,26011,8.8655000000000008,Moderate,160,18481,0.865800,Very Low,64,11087,0.577300,Very Low,66,23,,,,12884704.000000,489,32,4,3.7951977786994564,0.24835650085558814,0.031044562606948517,Low,Very Low,Very Low,1648,14,2,0,0.849500,0.121400,0.000000,,,
2023/2024,All Ages,Central California,07/29/2023,30,2023,915,15568,5.8773999999999997,Low,30,1590,1.886800,Very Low,3,1376,0.218000,Very Low,,,,,,,,,,,,,,,,563,7,0,0,1.243300,0.000000,0.000000,,,
2023/2024,All Ages,Central California,08/19/2023,33,2023,2176,16740,12.998799999999999,Moderate,21,2609,0.804900,Very Low,0,2139,0.000000,Very Low,,,,,,,,,,,,,,,,643,16,1,0,2.488300,0.155500,0.000000,,,
2023/2024,All Ages,Greater Sierra-Sacramento,08/26/2023,34,2023,1351,8288,16.300699999999999,High,29,1420,2.042300,Low,1,671,0.149000,Very Low,,,,,,,,,,,,,,,,52,3,0,0,5.769200,0.000000,0.000000,,,
2023/2024,All Ages,Southern California,11/04/2023,44,2023,2007,31293,6.4135999999999997,Low,478,13782,3.468300,Low,410,7377,5.557800,Moderate,,,,,,,,,,,,,,,,1734,25,3,0,1.441800,0.173000,0.000000,,,
2023/2024,All Ages,Bay Area,01/27/2024,4,2024,3038,52457,5.7914000000000003,Low,2394,25155,9.517000,Moderate,900,21616,4.163600,Moderate,,,,,,8391874.000000,684,,,8.1507420154306409,,,Low,,,1192,25,4,6,2.097300,0.335600,0.503400,,,
2023/2024,All Ages,Central California,06/22/2024,25,2024,903,12341,7.3170999999999999,Low,182,4858,3.746400,Low,2,3344,0.059800,Very Low,,,,,,4432134.000000,123,,,2.7751868513000733,,,Very Low,,,646,9,1,0,1.393200,0.154800,0.000000,,,
2024/2025,All Ages,Bay Area,12/14/2024,50,2024,561,32356,1.7338,Very Low,3698,23981,15.420500,High,1861,19753,9.421400,High,,,,,,8391953.000000,120,234,136,1.4299412782697902,2.7883854926260905,1.620600115372429,Very Low,Low,Moderate,1185,9,7,1,0.759500,0.590700,0.084400,,,
2024/2025,All Ages,Rural North,02/01/2025,5,2025,35,1750,2,Very Low,903,3014,29.960200,Very High,131,1443,9.078300,High,,,,,,680190.000000,58,83,7,8.5270292124259388,12.202472838471603,1.029124215292786,Low,Very High,Low,157,0,3,0,0.000000,1.910800,0.000000,,,
